"ID" "chr" "start" "end" "state" "median" "event_scale" "size" "num.marks" "arm.size.perc" "states2"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "6q" 125986479 132816877 "1" -0.975 "" 6830398 50 0.061531802714879 "del"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "6q" 132817219 135498434 "2" -0.66125 "" 2681215 21 0.024153789049507 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "6q" 135301568 145791973 "3" -0.2125 "" 10490405 82 0.0945030627584484 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "6q" 145793502 153002709 "2" -0.455625 "" 7209207 74 0.0649443125941892 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "6q" 153004459 157945077 "3" 0.15125 "" 4940618 24 0.0445076746721904 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "6q" 157981863 166308448 "4" 0.41375 "" 8326585 65 0.0750102388628995 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "6q" 166309504 170584692 "3" -0.075 "" 4275188 74 0.0385131327025187 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7p" 19018 8262821 "3" 0.1475 "focal" 8243803 155 0.137168103161398 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7p" 8262264 25432202 "2" -0.376875 "focal" 17169938 99 0.285689484193012 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7p" 25593304 29013367 "1" -0.878125 "" 3420063 44 0.0569062063227953 "del"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7p" 28995235 31656504 "3" 0.0225 "" 2661269 45 0.0442806821963394 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7p" 31687215 35699413 "2" -0.67 "" 4012198 31 0.0667587021630616 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7p" 35715032 39708120 "1" -1.245 "" 3993088 46 0.0664407321131448 "del"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7p" 39700341 42902639 "3" -0.10625 "" 3202298 17 0.0532828286189684 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7p" 42909273 44575051 "4" 0.49625 "" 1665778 43 0.027716772046589 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7p" 44577894 45769042 "3" -0.258125 "" 1191148 23 0.0198194342762063 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7p" 45736787 49921950 "2" -0.49375 "" 4185163 24 0.0696366555740433 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7p" 50304068 57419535 "3" 0.06 "focal" 7115467 39 0.118393793677205 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 63900313 73522293 "3" -0.01875 "" 9621980 123 0.0969508354762162 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 73536356 75994656 "4" 0.39375 "" 2458300 61 0.0247697707593637 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 75996338 77032361 "3" 0.00937500000000001 "" 1036023 26 0.0104389424445463 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 77039944 95596516 "2" -0.45875 "focal" 18556572 120 0.18697556625295 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 95772506 98215457 "3" -0.176875 "" 2442951 18 0.0246151146102422 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 98214624 99534700 "4" 0.545 "" 1320076 29 0.0133010535349379 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 99546300 101218420 "5" 0.9375 "" 1672120 91 0.0168482402807417 "amp"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 101218165 102671663 "4" 0.42125 "" 1453498 34 0.0146454103482869 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 102681836 105302086 "3" 0.11875 "" 2620250 36 0.0264015750039551 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 105304277 107580057 "2" -0.565625 "" 2275780 23 0.0229307036971666 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 107580246 116922049 "1" -0.86375 "" 9341803 50 0.0941277788671587 "del"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 116909877 117715971 "2" -0.55875 "" 806094 10 0.00812218345624966 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 117363222 140293339 "3" 0.12375 "focal" 22930117 201 0.231043298855058 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 140293693 141731271 "2" -0.51625 "" 1437578 18 0.0144850008171112 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 141738334 143362770 "1" -1.2325 "" 1624436 78 0.0163677774613586 "del"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 143379683 144648575 "3" 0.00125000000000002 "" 1268892 32 0.0127853248010375 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 146116002 151080866 "4" 0.68 "" 4964864 77 0.0500258484039448 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 151081085 152436644 "5" 1.18125 "" 1355559 23 0.0136585793763138 "amp"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 152435695 155003124 "4" 0.64 "" 2567429 12 0.0258693518980362 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 154951226 157417439 "3" -0.245 "" 2466213 30 0.0248495019540994 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 157513294 158830253 "2" -0.52 "" 1316959 10 0.0132696467190664 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "7q" 158856558 159144867 "4" 0.7375 "" 288309 4 0.00290499444244453 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8p" 202660 10489666 "3" 0.2575 "focal" 10287006 69 0.227588628318584 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8p" 10606349 19967259 "4" 0.6825 "focal" 9360910 88 0.207099778761062 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8p" 20144855 21298168 "3" -0.035625 "" 1153313 6 0.0255157743362832 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8p" 21690398 22434129 "2" -0.5125 "" 743731 21 0.0164542256637168 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8p" 22440819 23020509 "3" 0.080625 "" 579690 20 0.012825 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8p" 23020133 30814314 "4" 0.565 "focal" 7794181 101 0.172437632743363 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8p" 30921060 43202855 "3" -0.050625 "focal" 12281795 106 0.271721128318584 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8q" 47089572 47978160 "3" -0.2725 "" 888588 11 0.00889133607947181 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8q" 48008415 56218809 "2" -0.37375 "" 8210394 43 0.082154353197296 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8q" 56222688 66126632 "3" -0.10125 "" 9903944 55 0.0991002518785628 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8q" 66126896 74604244 "2" -0.591875 "" 8477348 73 0.0848255323396649 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8q" 74824534 85146080 "3" -0.2325 "focal" 10321546 56 0.103278836024938 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8q" 85172077 94896678 "2" -0.515625 "" 9724601 69 0.0973057206824396 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8q" 94884609 100688448 "3" -0.098125 "" 5803839 54 0.0580740265456495 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8q" 100913247 124857516 "2" -0.58375 "focal" 23944269 136 0.239589711830768 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8q" 124823702 143045678 "3" -0.15625 "focal" 18221976 122 0.182331645991246 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8q" 143057060 143430732 "4" 0.595 "" 373672 15 0.00373901440880182 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "8q" 143437659 145066685 "5" 1.053125 "" 1629026 106 0.0163002624930763 "amp"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9p" 14475 5235304 "3" -0.18 "focal" 5220829 44 0.121414627906977 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9p" 5299864 19455173 "2" -0.575625 "focal" 14155309 76 0.32919323255814 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9p" 19507452 34651035 "3" 0.10125 "large_scale" 15143583 105 0.352176348837209 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9p" 34646631 35690056 "4" 0.3825 "" 1043425 42 0.0242656976744186 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9p" 35696948 43045120 "3" -0.00375 "focal" 7348172 103 0.170887720930233 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9q" 60943311 93566112 "3" -0.044375 "large_scale" 32622801 228 0.341977019545013 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9q" 93566761 95085304 "4" 0.674375 "" 1518543 22 0.0159185230351907 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9q" 95085445 96027993 "3" -0.131875 "" 942548 14 0.00988050522755888 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9q" 96065740 97378751 "2" -0.42 "" 1313011 33 0.0137639802422182 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9q" 97363554 101449664 "3" 0.12375 "" 4086110 51 0.0428337137369987 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9q" 101468349 107332192 "2" -0.535 "" 5863843 21 0.0614692635442275 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9q" 107484852 120801787 "3" 0.1925 "focal" 13316935 95 0.139598244208849 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9q" 120812475 121785530 "2" -0.644375 "" 973055 16 0.0102003028113182 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9q" 121815674 127724873 "3" 0.21625 "" 5909199 67 0.0619447196431224 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9q" 127706988 128204383 "4" 0.61375 "" 497395 30 0.00521407280866508 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9q" 128191655 129584556 "5" 1.08375 "" 1392901 59 0.0146014480026184 "amp"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9q" 129608884 130887675 "4" 0.488125 "" 1278791 22 0.0134052601676045 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9q" 130892707 132946874 "3" -0.205 "" 2054167 32 0.0215333413065212 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9q" 132944000 136549893 "4" 0.4 "" 3605893 86 0.037799713793375 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "9q" 136612024 138252994 "5" 1.41625 "" 1640970 91 0.0172018959917875 "amp"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "10p" 46888 15371289 "3" -0.1625 "large_scale" 15324401 149 0.385035201005025 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "10p" 15513954 26934516 "4" 0.429375 "focal" 11420562 75 0.286948793969849 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "10p" 26973793 34815325 "3" 0.108125 "focal" 7841532 60 0.197023417085427 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "10p" 34815767 38452153 "4" 0.31 "" 3636386 29 0.0913664824120603 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "10q" 42254072 79316519 "3" 0.131875 "large_scale" 37062447 372 0.394292164736178 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "10q" 79347469 89292125 "4" 0.453125 "focal" 9944656 105 0.105797114308092 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "10q" 89283694 102056193 "3" 0.115 "focal" 12772499 186 0.135881375555172 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "10q" 102065349 103755423 "4" 0.351875 "" 1690074 52 0.0179800037494645 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "10q" 103856805 119459745 "3" 0.034375 "focal" 15602940 105 0.16599327585814 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "10q" 119208531 130184521 "2" -0.333125 "focal" 10975990 103 0.116769053517234 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "10q" 131092391 133642894 "3" -0.10125 "" 2550503 51 0.027133754795956 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "11p" 127204 5254783 "3" -0.05875 "" 5127579 165 0.0960220786516854 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "11p" 5253188 8001862 "4" 0.433125 "" 2748674 64 0.0514732958801498 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "11p" 8019244 49434438 "3" -0.055 "large_scale" 41415194 330 0.77556543071161 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "11q" 55883297 65354590 "3" -0.02 "focal" 9471293 287 0.115946684635827 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "11q" 65354751 67784229 "2" -0.435 "" 2429478 145 0.0297414428521723 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "11q" 67735608 89989559 "3" -0.0325 "focal" 22253951 302 0.272430790442038 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "11q" 90131515 94473570 "2" -0.485 "" 4342055 37 0.0531550319218733 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "11q" 94493979 95071225 "3" -0.075625 "" 577246 14 0.00706659163846927 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "11q" 95089846 112172556 "4" 0.32125 "focal" 17082710 125 0.209124940923619 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "11q" 112175510 123084877 "3" 0.130625 "focal" 10909367 164 0.133551452280644 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "11q" 123069872 125041489 "4" 0.31625 "" 1971617 27 0.024136351237538 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "11q" 125063302 134573056 "3" 0.1625 "focal" 9509754 85 0.116417520606985 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "12p" 12310 3366177 "3" 0.0625 "" 3353867 62 0.0944751267605634 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "12p" 3298210 6342114 "2" -0.405 "" 3043904 45 0.0857437746478873 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "12p" 6346843 34209675 "3" -0.014375 "large_scale" 27862832 430 0.784868507042254 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "12q" 38155476 51028566 "3" -0.1475 "focal" 12873090 174 0.131659926536259 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "12q" 51047962 52434371 "2" -0.413125 "" 1386409 48 0.0141795409718419 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "12q" 52446651 125662377 "3" -0.1125 "large_scale" 73215726 944 0.748816104482984 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "12q" 125958688 133214832 "2" -0.463125 "" 7256144 90 0.0742124374160761 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "13q" 18206570 50843939 "3" 0.18375 "large_scale" 32637369 338 0.337636123638081 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "13q" 50862172 60276006 "4" 0.3775 "" 9413834 47 0.097386845745206 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "13q" 60396457 113864076 "3" 0.055625 "large_scale" 53467619 236 0.553126681851034 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "13q" 113864112 114346637 "4" 0.6075 "" 482525 14 0.00499175869716903 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "14q" 19062316 32076793 "3" 0.02 "focal" 13014477 246 0.144856839072488 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "14q" 32076114 36513829 "2" -0.5125 "" 4437715 47 0.0493937149840571 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "14q" 36516392 67652614 "3" 0.03875 "large_scale" 31136222 293 0.34655981178339 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "14q" 67659820 70535015 "4" 0.31 "" 2875195 48 0.0320021818331249 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "14q" 70581257 81436465 "3" 0.01375 "focal" 10855208 158 0.120823227729734 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "14q" 81441987 90044764 "4" 0.38625 "" 8602777 34 0.0957526824524337 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "14q" 90061994 93218586 "3" 0.16375 "" 3156592 46 0.035134253905209 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "14q" 93202894 100903722 "4" 0.308125 "" 7700828 92 0.0857135943550333 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "14q" 100894770 106875071 "3" 0.04875 "" 5980301 192 0.0665633739690069 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "15q" 20228620 84634635 "3" 0.00999999999999999 "large_scale" 64406015 983 0.776058468086293 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "15q" 84639285 90234047 "2" -0.394375 "" 5594762 79 0.0674139275194623 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "15q" 90233808 92781492 "3" -0.165625 "" 2547684 52 0.0306982467741244 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "15q" 92795647 99401315 "4" 0.415 "" 6605668 50 0.0795948109624023 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "15q" 99416584 101976266 "3" 0.15 "" 2559682 56 0.0308428163380091 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "16p" 11555 690444 "2" -0.285 "" 678889 57 0.0184480706521739 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "16p" 689001 1961975 "3" 0.00499999999999997 "" 1272974 84 0.0345916847826087 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "16p" 1962058 2531422 "2" -0.343125 "" 569364 55 0.015471847826087 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "16p" 2530035 27290492 "3" -0.10375 "large_scale" 24760457 433 0.672838505434783 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "16p" 27313387 29745990 "4" 0.41875 "" 2432603 88 0.0661033423913043 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "16p" 29745247 31191605 "3" 0.095 "" 1446358 123 0.0393032065217391 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "16p" 31182511 35786887 "2" -0.33375 "focal" 4604376 46 0.125118913043478 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "16q" 46578591 75464706 "3" 0.0525 "large_scale" 28886115 469 0.539540678741564 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "16q" 75433836 79017429 "4" 0.455 "" 3583593 31 0.0669350724233257 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "16q" 79202624 90175865 "3" 0.07 "focal" 10973241 206 0.204960407349163 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17p" 64099 721717 "2" -0.410625 "" 657618 15 0.0261999203187251 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17p" 523140 7436278 "3" -0.0025 "focal" 6913138 244 0.275423824701195 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17p" 7435435 8176399 "2" -0.40125 "" 740964 62 0.0295204780876494 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17p" 8188345 8327744 "3" -0.00874999999999999 "" 139399 12 0.00555374501992032 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17p" 8329583 11997475 "4" 0.336875 "focal" 3667892 50 0.146131155378486 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17p" 12020829 20785725 "3" -0.145625 "large_scale" 8764896 208 0.349199043824701 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17p" 20788071 22205009 "4" 0.33625 "" 1416938 19 0.0564517131474104 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17q" 27237859 28272344 "3" 0.0525 "" 1034485 25 0.0177876636628493 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17q" 28275986 29021640 "2" -0.49875 "" 745654 59 0.0128213000293462 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17q" 29071122 36634698 "3" -0.12375 "focal" 7563576 199 0.130053452661371 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17q" 36722443 38343956 "2" -0.3675 "" 1621513 32 0.027881436530194 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17q" 38351844 40364737 "3" -0.250625 "" 2012893 75 0.0346110998934771 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17q" 40360655 41692668 "4" 0.30875 "" 1332013 36 0.0229035696395239 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17q" 41717742 44561262 "3" -0.02875 "" 2843520 131 0.0488934855300803 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17q" 44656404 45397477 "4" 0.36 "" 741073 34 0.012742531089014 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17q" 45435900 50531501 "3" -0.04 "" 5095601 163 0.0876173523522123 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17q" 50525520 50842353 "2" -0.5075 "" 316833 11 0.00544784974290736 "neut"
"NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "17q" 50862223 77282054 "3" -0.12875 "large_scale" 26419831 446 0.454281181319515 "neut"
